PPV,Person,Distance
19,3200,3.46
40,3201,6.71
0,3202,8.03
58,3203,1.08
40,3204,4.94
19,3205,2.81
58,3206,3.65
70,3207,6.82
58,3208,5.0
19,3209,0.69
0,3210,2.72
97,3211,4.59
40,3212,2.0
58,3213,4.23
19,3214,1.96
0,3215,2.99
40,3216,2.33
0,3217,2.19
0,3218,1.78
19,3219,2.77
58,3220,5.33
58,3221,2.93
40,3222,2.61
97,3223,1.99
0,3224,0.6
71,3225,1.33
19,3226,1.96
40,3227,0.52
2,3228,3.15
0,3229,5.92
0,3230,7.19
15,3231,1.97
19,3232,0.33
40,3233,1.44
58,3234,5.14
0,3235,4.1
15,3236,2.61
19,3237,4.77
44,3238,1.53
40,3239,5.7
31,3240,5.06
2,3241,2.04
40,3242,3.2
58,3243,4.32
40,3244,2.28
0,3245,0.41
97,3246,6.07
58,3247,2.59
19,3248,1.81
92,3249,2.16
40,3250,2.45
44,3251,3.03
92,3252,3.64
70,3253,8.04
40,3254,1.74
40,3255,2.54
40,3256,0.37
44,3257,3.95
44,3258,4.97
58,3259,1.47
19,3260,1.24
58,3261,3.16
0,3262,3.56
44,3263,4.3
97,3264,3.2
0,3265,6.52
0,3266,4.49
44,3267,3.13
92,3268,3.86
19,3269,0.25
31,3270,2.17
0,3271,5.06
58,3272,5.42
19,3273,4.55
40,3274,1.04
19,3275,0.84
0,3276,1.62
92,3277,2.61
58,3278,3.33
58,3279,2.58
40,3280,4.89
58,3281,5.15
58,3282,5.99
97,3283,2.38
39,3284,1.42
44,3285,3.13
0,3286,5.88
19,3287,2.43
44,3288,4.52
44,3289,1.72
44,3290,3.77
70,3291,5.01
40,3292,3.61
19,3293,3.23
44,3294,2.89
0,3295,5.62
40,3296,3.84
31,3297,4.63
2,3298,0.85
0,3299,4.02
44,3300,7.47
19,3301,1.27
44,3302,3.19
0,3303,5.36
31,3304,6.2
71,3305,1.0
92,3306,1.09
70,3307,5.07
70,3308,1.58
58,3309,2.45
39,3310,3.11
0,3311,6.06
15,3312,1.12
40,3313,5.7
40,3314,0.68
15,3315,1.3
97,3316,1.78
31,3317,5.35
70,3318,1.11
0,3319,2.71
0,3320,1.99
58,3321,5.69
19,3322,2.69
40,3323,7.94
71,3324,1.31
40,3325,3.54
2,3326,0.06
19,3327,2.17
97,3328,0.58
97,3329,3.87
0,3330,6.46
58,3331,4.96
58,3332,3.66
97,3333,3.4
0,3334,5.16
58,3335,5.08
31,3336,1.73
40,3337,4.44
58,3338,5.12
0,3339,3.85
92,3340,2.22
0,3341,5.65
31,3342,3.78
0,3343,3.69
0,3344,3.15
0,3345,2.81
70,3346,2.5
58,3347,5.69
2,3348,1.4
31,3349,3.04
40,3350,3.61
19,3351,1.28
40,3352,3.61
40,3353,1.18
44,3354,4.13
19,3355,2.32
40,3356,3.25
44,3357,2.14
58,3358,4.67
0,3359,5.12
44,3360,4.11
0,3361,3.92
0,3362,3.78
0,3363,5.22
70,3364,2.62
19,3365,4.35
44,3366,2.03
31,3367,6.26
0,3368,1.88
58,3369,2.97
31,3370,1.81
0,3371,2.79
44,3372,3.9
0,3373,5.34
44,3374,6.41
0,3375,5.61
58,3376,4.65
44,3377,7.26
97,3378,3.42
58,3379,5.97
31,3380,4.17
97,3381,5.48
44,3382,1.62
0,3383,4.57
2,3384,2.4
40,3385,6.61
44,3386,4.89
58,3387,5.67
0,3388,6.21
40,3389,2.78
0,3390,4.68
44,3391,4.5
19,3392,2.67
0,3393,4.06
40,3394,1.63
31,3395,4.36
44,3396,1.11
92,3397,1.32
0,3398,5.39
70,3399,2.04
70,3400,2.41
0,3401,3.24
58,3402,4.92
39,3403,1.39
0,3404,5.77
40,3405,2.56
31,3406,2.72
31,3407,3.68
40,3408,2.52
0,3409,2.65
2,3410,1.31
58,3411,1.03
0,3412,6.02
0,3413,4.28
44,3414,6.01
19,3415,7.32
44,3416,4.4
40,3417,6.49
70,3418,8.63
44,3419,1.71
44,3420,2.56
31,3421,2.28
2,3422,1.95
40,3423,3.31
40,3424,1.9
19,3425,1.58
40,3426,0.35
19,3427,2.27
40,3428,3.87
58,3429,5.62
0,3430,6.01
19,3431,0.36
19,3432,5.2
44,3433,2.44
0,3434,1.79
40,3435,3.17
97,3436,6.21
97,3437,6.22
44,3438,2.38
15,3439,2.02
5,3440,1.83
0,3441,2.94
44,3442,6.14
44,3443,4.68
70,3444,0.23
44,3445,4.76
0,3446,4.88
44,3447,3.77
44,3448,3.65
5,3449,0.83
0,3450,5.44
40,3451,2.52
0,3452,0.82
0,3453,3.16
0,3454,5.64
0,3455,3.85
97,3456,4.33
0,3457,2.42
40,3458,2.19
97,3459,3.41
0,3460,0.78
44,3461,4.22
19,3462,4.89
44,3463,0.59
58,3464,6.03
44,3465,2.66
2,3466,1.92
58,3467,3.22
19,3468,1.36
44,3469,4.3
40,3470,3.74
0,3471,5.5
15,3472,1.94
0,3473,5.96
40,3474,2.07
58,3475,5.37
39,3476,2.28
0,3477,5.89
97,3478,5.22
44,3479,0.47
58,3480,3.24
92,3481,2.3
40,3482,3.53
58,3483,4.51
2,3484,1.05
0,3485,3.23
58,3486,2.8
97,3487,3.76
2,3488,0.9
58,3489,5.38
31,3490,5.06
40,3491,7.62
19,3492,1.35
97,3493,5.45
2,3494,1.03
40,3495,6.17
0,3496,7.82
70,3497,2.47
40,3498,1.92
44,3499,1.73
19,3500,1.94
58,3501,2.72
58,3502,4.95
19,3503,0.86
0,3504,1.89
19,3505,4.27
19,3506,0.75
70,3507,2.1
44,3508,1.96
19,3509,0.53
40,3510,5.5
19,3511,0.96
0,3512,4.61
2,3513,1.25
40,3514,3.08
70,3515,2.9
40,3516,0.89
0,3517,5.31
40,3518,0.41
44,3519,3.17
70,3520,4.22
97,3521,2.24
40,3522,1.98
0,3523,1.44
97,3524,5.46
40,3525,1.64
71,3526,2.56
19,3527,1.73
44,3528,3.11
19,3529,3.84
71,3530,1.15
0,3531,7.76
44,3532,4.07
97,3533,5.53
44,3534,5.75
40,3535,2.02
70,3536,2.53
40,3537,2.04
70,3538,1.77
19,3539,2.37
70,3540,7.35
0,3541,4.27
70,3542,7.89
44,3543,2.03
58,3544,4.73
58,3545,3.95
44,3546,4.62
44,3547,2.09
19,3548,2.1
2,3549,1.93
0,3550,4.43
44,3551,2.31
40,3552,5.51
44,3553,1.55
39,3554,1.69
0,3555,5.55
40,3556,6.53
97,3557,5.32
44,3558,5.88
97,3559,0.72
40,3560,2.9
0,3561,5.27
44,3562,5.86
44,3563,6.03
19,3564,3.07
40,3565,1.02
44,3566,4.18
70,3567,2.61
19,3568,2.01
19,3569,3.14
40,3570,5.46
44,3571,3.54
92,3572,3.22
31,3573,5.56
44,3574,4.4
0,3575,1.52
40,3576,0.76
40,3577,2.99
44,3578,5.05
44,3579,4.59
0,3580,2.23
44,3581,6.12
19,3582,2.08
44,3583,4.62
19,3584,1.41
44,3585,4.82
31,3586,3.56
71,3587,2.28
19,3588,4.18
58,3589,5.18
0,3590,1.79
40,3591,1.95
44,3592,3.35
44,3593,3.21
70,3594,3.48
2,3595,4.19
19,3596,2.21
44,3597,1.98
19,3598,5.51
70,3599,1.08
40,3600,2.18
97,3601,4.13
31,3602,3.1
0,3603,5.24
0,3604,4.36
70,3605,5.83
19,3606,5.37
19,3607,2.11
0,3608,4.12
71,3609,1.79
31,3610,6.21
31,3611,5.58
0,3612,5.56
40,3613,3.44
0,3614,6.16
31,3615,4.54
44,3616,1.41
44,3617,4.93
44,3618,5.89
0,3619,5.28
92,3620,1.55
44,3621,3.4
97,3622,1.39
31,3623,3.75
19,3624,7.41
0,3625,4.3
70,3626,7.19
0,3627,4.08
0,3628,1.2
0,3629,7.44
31,3630,2.88
44,3631,4.21
40,3632,1.1
58,3633,4.34
5,3634,1.73
0,3635,6.25
70,3636,8.19
19,3637,0.93
19,3638,3.34
0,3639,0.23
58,3640,4.5
71,3641,1.19
44,3642,4.89
44,3643,7.92
44,3644,5.68
40,3645,2.54
71,3646,2.33
44,3647,7.71
31,3648,2.97
58,3649,5.31
40,3650,7.17
58,3651,5.95
19,3652,1.14
44,3653,6.94
0,3654,4.84
0,3655,7.95
39,3656,1.47
19,3657,2.27
19,3658,6.02
0,3659,6.76
40,3660,3.59
40,3661,7.63
97,3662,1.15
58,3663,4.59
92,3664,1.86
0,3665,5.36
92,3666,2.5
19,3667,1.92
0,3668,4.37
31,3669,4.52
19,3670,4.62
58,3671,4.67
0,3672,2.92
70,3673,6.75
0,3674,5.82
70,3675,2.84
44,3676,5.23
0,3677,4.7
0,3678,6.0
19,3679,7.87
92,3680,2.99
0,3681,7.37
40,3682,5.56
58,3683,2.02
19,3684,5.49
44,3685,5.48
0,3686,5.8
2,3687,2.49
92,3688,2.94
40,3689,8.78
19,3690,1.75
19,3691,1.73
19,3692,0.67
97,3693,2.6
0,3694,5.69
40,3695,3.22
5,3696,1.59
0,3697,5.15
70,3698,2.98
2,3699,2.17
0,3700,4.8
70,3701,2.68
58,3702,6.29
31,3703,3.91
44,3704,3.83
58,3705,6.04
31,3706,5.62
44,3707,1.29
58,3708,7.27
31,3709,4.36
97,3710,1.12
70,3711,1.96
40,3712,0.85
19,3713,1.97
0,3714,6.49
40,3715,3.27
40,3716,2.98
44,3717,5.59
19,3718,3.31
70,3719,4.27
31,3720,3.15
44,3721,0.7
40,3722,3.75
40,3723,7.15
40,3724,3.17
0,3725,3.26
44,3726,0.5
44,3727,3.03
70,3728,6.7
70,3729,0.31
2,3730,0.62
40,3731,2.61
0,3732,6.26
0,3733,6.47
2,3734,2.63
44,3735,1.27
40,3736,5.7
44,3737,7.11
0,3738,4.54
44,3739,1.92
40,3740,2.6
44,3741,4.92
44,3742,2.6
58,3743,3.06
19,3744,5.92
0,3745,5.94
0,3746,8.31
70,3747,2.22
0,3748,2.35
40,3749,3.13
0,3750,1.33
44,3751,3.98
44,3752,3.66
58,3753,4.66
70,3754,0.89
92,3755,2.23
70,3756,5.94
31,3757,2.59
15,3758,2.48
44,3759,5.76
0,3760,6.54
0,3761,4.25
31,3762,3.54
97,3763,1.3
40,3764,2.48
39,3765,3.43
0,3766,6.09
39,3767,2.53
0,3768,7.1
0,3769,0.76
58,3770,3.65
0,3771,4.87
19,3772,2.49
40,3773,2.18
0,3774,4.8
31,3775,1.53
58,3776,2.34
58,3777,5.02
0,3778,5.02
44,3779,2.8
40,3780,8.72
58,3781,3.91
44,3782,7.15
58,3783,4.72
0,3784,3.74
44,3785,1.42
40,3786,5.36
0,3787,4.26
31,3788,2.63
92,3789,1.26
31,3790,5.09
5,3791,1.9
92,3792,2.39
44,3793,2.84
5,3794,3.64
44,3795,3.24
0,3796,1.06
0,3797,7.25
44,3798,5.17
19,3799,2.1
0,3800,2.75
92,3801,3.31
0,3802,7.4
0,3803,1.49
92,3804,1.04
0,3805,3.27
40,3806,2.43
19,3807,0.67
31,3808,5.21
58,3809,4.7
92,3810,1.1
0,3811,3.82
44,3812,2.52
0,3813,4.91
40,3814,3.45
44,3815,3.47
0,3816,5.98
19,3817,1.49
70,3818,1.64
19,3819,1.31
19,3820,2.56
0,3821,4.67
44,3822,2.72
31,3823,2.15
58,3824,3.08
0,3825,4.4
19,3826,5.49
44,3827,0.88
40,3828,5.59
0,3829,2.94
31,3830,7.04
40,3831,0.14
44,3832,3.65
40,3833,2.24
40,3834,2.96
44,3835,4.2
97,3836,4.9
0,3837,5.91
19,3838,3.56
0,3839,2.73
19,3840,2.15
40,3841,4.17
92,3842,3.06
92,3843,3.07
40,3844,1.6
19,3845,2.69
15,3846,2.77
0,3847,3.98
97,3848,4.78
44,3849,0.93
0,3850,5.38
31,3851,3.12
70,3852,8.04
0,3853,2.5
71,3854,2.3
70,3855,2.39
58,3856,3.98
40,3857,3.68
0,3858,1.05
92,3859,2.92
2,3860,3.36
2,3861,1.46
5,3862,0.74
40,3863,0.66
70,3864,1.11
44,3865,1.0
58,3866,6.37
40,3867,5.63
19,3868,1.35
0,3869,2.58
58,3870,3.77
0,3871,5.44
40,3872,3.9
2,3873,4.01
31,3874,7.37
0,3875,6.72
58,3876,2.81
31,3877,6.46
31,3878,3.82
0,3879,0.67
58,3880,2.6
40,3881,0.75
58,3882,4.51
0,3883,3.47
19,3884,3.51
58,3885,3.88
0,3886,2.94
19,3887,1.5
39,3888,1.74
0,3889,6.81
40,3890,2.84
0,3891,7.76
92,3892,2.22
58,3893,7.85
70,3894,2.59
0,3895,6.03
70,3896,5.96
19,3897,2.38
31,3898,7.29
44,3899,4.1
19,3900,2.17
58,3901,2.09
44,3902,2.05
39,3903,2.28
58,3904,2.64
44,3905,3.32
0,3906,4.17
0,3907,6.77
40,3908,6.87
31,3909,5.39
0,3910,5.27
44,3911,5.22
58,3912,1.02
97,3913,1.8
44,3914,8.81
19,3915,2.24
40,3916,5.04
70,3917,5.62
40,3918,2.26
31,3919,4.26
97,3920,2.43
40,3921,7.28
44,3922,4.67
0,3923,3.44
19,3924,1.39
44,3925,3.74
19,3926,3.16
2,3927,3.09
19,3928,1.66
40,3929,3.32
0,3930,7.72
97,3931,1.82
31,3932,5.22
40,3933,3.08
0,3934,5.05
0,3935,2.11
44,3936,4.33
19,3937,2.68
19,3938,0.29
0,3939,5.11
40,3940,1.19
2,3941,1.39
70,3942,0.97
0,3943,2.32
70,3944,1.44
15,3945,3.1
0,3946,3.91
44,3947,6.76
44,3948,4.58
70,3949,4.1
70,3950,5.5
0,3951,2.16
97,3952,5.29
40,3953,6.94
44,3954,4.14
0,3955,4.1
44,3956,3.4
19,3957,3.7
40,3958,5.21
44,3959,2.2
0,3960,6.33
40,3961,2.87
19,3962,1.92
44,3963,6.04
40,3964,1.49
0,3965,4.23
19,3966,2.72
44,3967,5.81
44,3968,5.72
31,3969,5.01
5,3970,0.96
0,3971,5.46
15,3972,1.7
92,3973,2.23
2,3974,6.35
19,3975,2.32
19,3976,7.6
5,3977,2.39
0,3978,1.95
97,3979,5.9
44,3980,1.73
44,3981,6.07
19,3982,1.08
31,3983,4.31
40,3984,7.59
44,3985,5.21
19,3986,2.82
40,3987,4.0
92,3988,3.33
0,3989,4.27
58,3990,6.02
0,3991,7.37
70,3992,0.73
40,3993,6.81
44,3994,3.88
19,3995,3.88
0,3996,5.28
40,3997,6.45
31,3998,6.36
40,3999,3.95
70,4000,7.22
40,4001,7.36
31,4002,2.71
0,4003,2.18
0,4004,3.48
40,4005,3.28
44,4006,2.44
19,4007,0.79
70,4008,2.73
44,4009,5.98
58,4010,6.49
44,4011,5.61
44,4012,1.29
40,4013,8.02
31,4014,3.67
40,4015,2.98
44,4016,4.34
0,4017,6.25
44,4018,1.58
97,4019,4.06
0,4020,5.34
40,4021,3.1
44,4022,3.47
70,4023,8.08
2,4024,1.05
44,4025,4.89
97,4026,5.27
44,4027,2.0
0,4028,1.86
39,4029,1.25
71,4030,2.26
40,4031,3.96
40,4032,1.56
40,4033,4.78
92,4034,1.28
97,4035,5.15
40,4036,3.7
58,4037,7.95
44,4038,4.89
31,4039,3.3
40,4040,2.33
0,4041,4.14
70,4042,7.49
92,4043,3.9
58,4044,5.57
58,4045,5.01
0,4046,3.8
0,4047,5.36
0,4048,4.57
19,4049,6.3
0,4050,5.75
0,4051,1.68
5,4052,0.67
0,4053,5.89
44,4054,4.37
58,4055,5.01
40,4056,6.56
31,4057,3.95
0,4058,4.32
58,4059,5.91
58,4060,3.87
0,4061,4.09
44,4062,3.75
31,4063,4.89
0,4064,7.48
0,4065,1.86
58,4066,4.71
0,4067,4.49
44,4068,4.96
19,4069,1.13
44,4070,3.91
70,4071,2.97
58,4072,2.35
44,4073,4.44
0,4074,5.35
40,4075,3.24
19,4076,0.71
44,4077,3.43
0,4078,1.68
19,4079,0.91
40,4080,1.96
5,4081,1.61
92,4082,4.54
44,4083,4.06
40,4084,3.63
31,4085,5.45
40,4086,2.98
40,4087,7.72
58,4088,3.37
44,4089,3.99
15,4090,3.39
92,4091,2.32
39,4092,1.23
40,4093,2.4
0,4094,1.32
0,4095,1.83
44,4096,3.09
92,4097,3.16
44,4098,2.75
58,4099,5.28
2,4100,1.08
97,4101,4.52
70,4102,3.34
2,4103,5.32
2,4104,1.21
40,4105,3.91
31,4106,5.62
31,4107,2.49
19,4108,2.86
70,4109,8.25
44,4110,0.42
58,4111,2.04
92,4112,1.55
0,4113,7.51
0,4114,5.44
58,4115,2.9
40,4116,7.32
0,4117,5.18
0,4118,2.88
31,4119,5.57
0,4120,5.5
2,4121,2.29
19,4122,2.41
2,4123,3.24
40,4124,0.65
0,4125,3.47
0,4126,4.6
58,4127,5.03
40,4128,2.49
40,4129,4.27
40,4130,7.04
44,4131,2.88
0,4132,5.55
71,4133,1.89
97,4134,4.6
58,4135,6.52
58,4136,2.18
70,4137,2.16
31,4138,3.41
44,4139,4.26
19,4140,3.93
19,4141,7.29
97,4142,5.74
58,4143,3.31
31,4144,3.31
0,4145,2.98
44,4146,5.98
44,4147,6.88
31,4148,2.62
0,4149,4.69
44,4150,3.31
40,4151,6.72
0,4152,5.31
31,4153,5.81
44,4154,4.06
58,4155,5.36
2,4156,4.02
40,4157,3.36
40,4158,5.24
70,4159,0.52
58,4160,5.75
39,4161,2.63
2,4162,3.38
19,4163,5.88
0,4164,4.67
0,4165,3.59
44,4166,3.63
31,4167,2.92
40,4168,7.14
0,4169,3.8
97,4170,2.53
15,4171,2.03
40,4172,2.35
39,4173,2.94
0,4174,3.2
92,4175,3.58
71,4176,2.39
40,4177,8.04
58,4178,4.58
70,4179,4.79
58,4180,3.79
92,4181,2.11
31,4182,4.98
44,4183,7.15
40,4184,7.79
2,4185,2.05
70,4186,2.26
44,4187,1.46
44,4188,3.31
19,4189,2.0
0,4190,3.27
44,4191,3.53
40,4192,3.3
19,4193,2.75
58,4194,5.47
92,4195,3.43
0,4196,5.24
58,4197,2.98
19,4198,6.71
44,4199,2.01
0,4200,6.97
0,4201,4.88
0,4202,5.84
19,4203,2.95
0,4204,4.83
40,4205,5.47
40,4206,2.81
0,4207,1.35
40,4208,1.31
70,4209,1.72
70,4210,1.32
19,4211,7.87
0,4212,3.71
40,4213,2.48
0,4214,2.83
0,4215,3.86
44,4216,4.03
0,4217,5.65
97,4218,1.22
19,4219,3.08
40,4220,1.36
70,4221,2.84
58,4222,3.51
44,4223,4.76
44,4224,4.7
15,4225,1.55
40,4226,3.56
40,4227,2.1
44,4228,0.96
2,4229,3.23
70,4230,3.04
44,4231,5.79
40,4232,2.71
40,4233,3.23
58,4234,1.81
44,4235,3.8
0,4236,1.57
0,4237,3.69
44,4238,5.12
40,4239,5.71
92,4240,3.0
40,4241,3.03
5,4242,1.54
0,4243,4.69
40,4244,4.31
40,4245,3.11
44,4246,5.28
97,4247,3.72
44,4248,4.41
0,4249,7.01
58,4250,4.88
44,4251,5.79
40,4252,2.59
5,4253,1.11
40,4254,1.89
2,4255,4.26
15,4256,3.34
31,4257,6.56
70,4258,6.38
92,4259,4.35
19,4260,7.21
58,4261,7.25
31,4262,7.6
31,4263,2.04
44,4264,4.26
44,4265,5.92
70,4266,1.09
40,4267,3.53
40,4268,2.15
40,4269,1.47
44,4270,3.15
44,4271,0.67
40,4272,6.51
58,4273,6.06
19,4274,1.1
2,4275,0.66
71,4276,0.65
40,4277,3.09
0,4278,1.54
0,4279,4.16
44,4280,4.05
70,4281,6.55
40,4282,3.12
97,4283,3.45
31,4284,2.65
0,4285,1.99
40,4286,0.25
44,4287,3.99
40,4288,8.19
92,4289,3.04
0,4290,4.92
15,4291,3.29
40,4292,2.08
40,4293,7.05
40,4294,3.3
0,4295,4.63
0,4296,2.78
0,4297,7.16
44,4298,1.79
0,4299,6.9
97,4300,2.76
58,4301,3.08
44,4302,3.67
40,4303,2.39
44,4304,3.08
40,4305,5.4
58,4306,5.3
58,4307,4.65
2,4308,1.4
40,4309,3.69
0,4310,5.41
58,4311,5.99
0,4312,3.6
40,4313,2.62
70,4314,8.12
2,4315,2.11
58,4316,1.91
2,4317,0.58
58,4318,5.75
0,4319,5.76
58,4320,1.34
58,4321,1.96
44,4322,3.55
31,4323,6.79
0,4324,4.6
70,4325,5.09
0,4326,4.12
0,4327,6.52
70,4328,3.8
19,4329,2.18
19,4330,0.3
0,4331,4.28
58,4332,5.79
70,4333,2.47
44,4334,5.61
44,4335,2.11
44,4336,1.08
40,4337,6.4
2,4338,0.95
70,4339,2.35
58,4340,4.32
0,4341,3.99
19,4342,4.2
31,4343,4.53
0,4344,5.74
31,4345,5.68
2,4346,1.0
0,4347,5.69
44,4348,2.44
0,4349,6.94
40,4350,1.15
44,4351,3.28
19,4352,3.66
44,4353,7.43
0,4354,5.74
44,4355,7.09
19,4356,5.69
97,4357,2.86
0,4358,5.3
40,4359,3.14
58,4360,2.96
70,4361,2.02
0,4362,6.51
19,4363,1.7
70,4364,1.91
92,4365,1.41
40,4366,5.92
92,4367,1.94
31,4368,1.94
19,4369,5.56
0,4370,0.64
40,4371,8.56
44,4372,4.66
44,4373,3.24
40,4374,5.66
15,4375,1.83
44,4376,1.57
40,4377,2.3
19,4378,1.5
40,4379,5.69
92,4380,3.55
19,4381,3.53
58,4382,2.48
44,4383,5.27
44,4384,4.43
0,4385,4.95
44,4386,2.32
71,4387,1.92
19,4388,2.78
19,4389,2.33
44,4390,6.31
19,4391,0.45
40,4392,2.6
70,4393,2.81
19,4394,4.16
40,4395,3.38
40,4396,3.4
19,4397,2.81
97,4398,3.12
0,4399,3.78
40,4400,0.81
0,4401,5.95
0,4402,5.78
19,4403,2.71
97,4404,1.83
19,4405,8.31
71,4406,2.15
40,4407,3.27
0,4408,4.12
44,4409,0.53
44,4410,3.62
19,4411,4.54
40,4412,6.31
2,4413,1.88
0,4414,6.51
0,4415,7.33
58,4416,5.83
0,4417,0.35
0,4418,3.19
0,4419,5.66
44,4420,5.02
58,4421,2.95
0,4422,3.5
0,4423,5.81
44,4424,4.22
0,4425,2.11
44,4426,2.66
97,4427,4.52
0,4428,4.76
40,4429,3.85
19,4430,2.68
70,4431,4.46
19,4432,1.85
40,4433,3.44
19,4434,3.27
39,4435,3.13
40,4436,8.47
0,4437,1.59
19,4438,2.13
15,4439,2.36
44,4440,1.96
40,4441,3.12
44,4442,2.34
40,4443,6.59
19,4444,2.83
44,4445,4.53
58,4446,4.97
44,4447,3.52
44,4448,2.26
44,4449,4.99
40,4450,3.84
44,4451,2.55
0,4452,3.89
19,4453,2.12
44,4454,3.23
44,4455,5.08
40,4456,5.32
31,4457,5.02
71,4458,1.33
70,4459,0.59
0,4460,0.62
0,4461,0.38
0,4462,2.21
0,4463,2.26
58,4464,4.93
31,4465,2.91
0,4466,5.71
58,4467,7.29
15,4468,2.92
0,4469,5.12
31,4470,2.54
97,4471,2.68
70,4472,1.99
70,4473,5.53
31,4474,1.97
0,4475,1.44
0,4476,5.54
0,4477,6.35
44,4478,3.02
44,4479,8.53
44,4480,3.5
44,4481,6.6
44,4482,3.96
19,4483,7.76
2,4484,3.91
58,4485,4.25
44,4486,7.29
97,4487,3.39
0,4488,7.14
97,4489,5.89
0,4490,3.76
0,4491,4.07
44,4492,3.71
31,4493,4.64
70,4494,2.34
40,4495,5.27
19,4496,1.56
58,4497,2.64
19,4498,2.7
92,4499,2.36
31,4500,5.56
40,4501,2.59
0,4502,2.5
58,4503,3.37
31,4504,4.21
44,4505,5.04
58,4506,5.33
15,4507,3.17
40,4508,1.36
70,4509,2.84
58,4510,6.04
31,4511,3.69
0,4512,4.14
15,4513,1.69
58,4514,4.89
40,4515,4.46
44,4516,6.54
40,4517,2.94
58,4518,5.08
0,4519,4.89
58,4520,5.14
0,4521,6.27
58,4522,4.34
19,4523,0.29
40,4524,5.06
70,4525,1.44
40,4526,4.26
31,4527,6.68
0,4528,3.47
58,4529,5.68
40,4530,4.5
19,4531,3.81
40,4532,8.47
44,4533,2.83
31,4534,4.19
19,4535,2.1
39,4536,2.81
40,4537,2.05
0,4538,4.45
0,4539,8.39
97,4540,1.18
44,4541,2.9
70,4542,3.21
0,4543,6.91
97,4544,5.57
39,4545,1.23
44,4546,6.08
58,4547,4.86
40,4548,1.6
44,4549,2.57
58,4550,3.66
44,4551,3.16
19,4552,2.29
40,4553,3.09
44,4554,3.12
0,4555,4.71
19,4556,4.59
44,4557,4.38
0,4558,5.11
5,4559,1.81
92,4560,0.96
19,4561,1.07
92,4562,1.48
2,4563,2.24
19,4564,3.73
31,4565,2.92
58,4566,1.8
44,4567,6.25
44,4568,4.93
40,4569,1.85
0,4570,2.32
40,4571,7.62
5,4572,1.09
44,4573,1.0
70,4574,2.16
0,4575,3.26
40,4576,4.25
40,4577,2.98
0,4578,1.94
40,4579,0.51
19,4580,0.93
44,4581,3.13
58,4582,2.49
0,4583,4.99
19,4584,4.47
40,4585,2.22
40,4586,0.37
58,4587,4.06
40,4588,2.55
44,4589,6.0
0,4590,5.59
0,4591,3.96
0,4592,4.93
44,4593,1.4
40,4594,7.03
19,4595,5.08
44,4596,5.72
40,4597,6.59
31,4598,5.46
71,4599,1.34
44,4600,3.36
97,4601,5.36
31,4602,2.31
0,4603,1.39
44,4604,5.63
2,4605,2.06
44,4606,3.23
0,4607,5.76
70,4608,3.51
44,4609,1.04
70,4610,0.24
44,4611,6.08
0,4612,3.75
40,4613,4.22
19,4614,4.2
19,4615,3.04
71,4616,3.02
0,4617,2.74
2,4618,1.95
31,4619,6.33
44,4620,5.3
58,4621,3.66
0,4622,1.46
0,4623,3.78
71,4624,3.0
70,4625,2.31
0,4626,4.83
19,4627,0.81
44,4628,4.15
40,4629,1.06
40,4630,4.96
2,4631,3.07
19,4632,2.38
44,4633,1.54
0,4634,4.18
40,4635,5.26
19,4636,3.37
40,4637,2.93
15,4638,3.12
92,4639,2.29
44,4640,5.41
40,4641,2.05
19,4642,1.26
0,4643,3.66
0,4644,5.15
70,4645,7.31
40,4646,6.24
70,4647,8.2
15,4648,2.45
92,4649,1.13
2,4650,2.59
19,4651,2.77
40,4652,4.42
44,4653,2.5
0,4654,4.19
40,4655,1.98
19,4656,6.12
0,4657,4.68
58,4658,3.68
92,4659,2.23
40,4660,1.28
58,4661,5.86
5,4662,1.49
40,4663,7.56
44,4664,2.05
70,4665,2.36
31,4666,3.25
97,4667,3.38
40,4668,3.35
70,4669,3.36
19,4670,1.48
19,4671,2.62
19,4672,1.67
0,4673,5.9
70,4674,1.75
40,4675,3.17
0,4676,4.11
0,4677,4.27
92,4678,2.4
70,4679,1.48
0,4680,6.96
40,4681,2.59
0,4682,4.87
2,4683,1.02
97,4684,0.24
44,4685,2.55
97,4686,0.98
40,4687,1.81
15,4688,1.91
0,4689,3.96
44,4690,5.79
19,4691,1.61
0,4692,6.34
44,4693,4.31
40,4694,3.18
58,4695,1.96
2,4696,2.33
71,4697,2.05
40,4698,2.48
40,4699,1.89
58,4700,5.58
0,4701,6.03
0,4702,1.75
19,4703,1.56
44,4704,1.57
44,4705,7.86
40,4706,2.38
58,4707,5.08
70,4708,7.89
2,4709,4.64
40,4710,3.64
44,4711,2.04
19,4712,2.59
19,4713,2.45
58,4714,4.28
92,4715,1.51
40,4716,3.33
19,4717,2.07
40,4718,2.88
0,4719,7.65
44,4720,4.41
15,4721,3.15
58,4722,4.31
0,4723,3.0
44,4724,0.6
31,4725,5.05
40,4726,1.82
58,4727,2.12
0,4728,5.95
31,4729,4.91
19,4730,2.87
0,4731,4.15
19,4732,3.19
44,4733,6.0
97,4734,2.73
19,4735,2.16
40,4736,2.91
58,4737,3.14
0,4738,1.24
0,4739,4.96
44,4740,3.44
44,4741,4.83
0,4742,5.59
0,4743,4.02
44,4744,4.81
40,4745,3.33
58,4746,2.43
0,4747,3.74
40,4748,0.81
44,4749,2.8
44,4750,4.81
0,4751,5.52
0,4752,4.85
31,4753,7.56
