PPV,Person,Distance
31,1646,2.74
70,1647,2.69
0,1648,4.41
40,1649,3.8
40,1650,4.15
0,1651,3.94
44,1652,3.54
40,1653,3.11
58,1654,1.33
40,1655,2.67
44,1656,3.17
0,1657,0.41
0,1658,5.58
40,1659,1.54
5,1660,1.97
0,1661,2.97
92,1662,3.48
31,1663,4.28
0,1664,5.46
31,1665,6.66
0,1666,5.47
19,1667,2.7
19,1668,4.39
40,1669,3.28
0,1670,7.12
19,1671,2.3
19,1672,2.43
44,1673,2.97
0,1674,0.66
44,1675,3.13
40,1676,3.25
19,1677,4.28
19,1678,5.69
0,1679,4.41
40,1680,5.9
92,1681,2.52
70,1682,6.67
70,1683,0.48
2,1684,3.54
40,1685,5.84
19,1686,1.12
58,1687,2.36
44,1688,1.81
19,1689,2.28
44,1690,2.97
19,1691,2.52
19,1692,3.15
44,1693,0.33
44,1694,6.81
0,1695,4.95
44,1696,3.53
0,1697,4.81
44,1698,3.37
44,1699,6.61
19,1700,0.29
40,1701,4.71
58,1702,3.53
40,1703,3.03
0,1704,1.35
40,1705,1.76
19,1706,2.4
58,1707,3.2
0,1708,6.14
40,1709,1.42
40,1710,0.71
19,1711,2.46
15,1712,2.94
44,1713,0.07
0,1714,2.58
40,1715,2.75
40,1716,6.6
40,1717,3.19
58,1718,3.97
40,1719,2.29
44,1720,0.37
19,1721,0.97
58,1722,4.76
44,1723,4.02
70,1724,0.56
40,1725,5.49
44,1726,5.32
44,1727,5.08
97,1728,1.24
97,1729,5.17
44,1730,3.17
40,1731,3.49
40,1732,4.98
0,1733,4.97
19,1734,6.57
44,1735,7.02
40,1736,2.65
44,1737,3.78
0,1738,5.86
58,1739,3.48
71,1740,2.13
19,1741,1.95
70,1742,5.02
19,1743,1.35
44,1744,7.47
70,1745,8.36
19,1746,2.56
19,1747,2.73
40,1748,2.7
40,1749,3.22
0,1750,4.46
0,1751,6.09
70,1752,5.14
2,1753,1.9
58,1754,4.7
44,1755,0.61
44,1756,1.15
40,1757,2.28
44,1758,6.45
70,1759,2.62
44,1760,1.34
44,1761,4.64
40,1762,2.36
40,1763,0.36
40,1764,2.18
0,1765,5.75
97,1766,3.55
70,1767,3.16
15,1768,1.45
58,1769,2.66
40,1770,5.5
19,1771,1.34
44,1772,5.54
40,1773,5.44
92,1774,3.65
40,1775,2.32
44,1776,3.87
31,1777,3.22
31,1778,3.91
58,1779,2.71
71,1780,1.66
70,1781,1.73
58,1782,3.92
19,1783,2.66
31,1784,3.2
0,1785,4.85
0,1786,0.82
0,1787,5.74
40,1788,4.11
58,1789,2.54
0,1790,3.49
15,1791,2.41
70,1792,3.24
58,1793,2.68
58,1794,5.67
40,1795,3.08
44,1796,5.3
5,1797,1.84
5,1798,3.22
2,1799,0.6
0,1800,3.9
44,1801,4.75
44,1802,2.26
92,1803,2.15
0,1804,3.27
39,1805,3.46
44,1806,5.54
58,1807,6.57
40,1808,4.74
44,1809,2.82
58,1810,4.19
58,1811,2.52
0,1812,5.9
19,1813,4.52
0,1814,3.78
0,1815,2.85
44,1816,3.01
70,1817,3.18
0,1818,1.25
2,1819,2.78
19,1820,5.26
44,1821,3.9
40,1822,2.87
44,1823,3.07
19,1824,2.39
58,1825,4.02
31,1826,6.49
58,1827,6.83
58,1828,4.73
19,1829,3.21
71,1830,1.35
0,1831,4.62
40,1832,3.47
0,1833,5.64
40,1834,6.88
44,1835,4.01
0,1836,5.98
44,1837,5.57
58,1838,6.75
0,1839,5.8
40,1840,2.7
44,1841,1.13
0,1842,2.26
5,1843,1.53
92,1844,1.23
0,1845,5.75
97,1846,4.55
44,1847,4.07
0,1848,2.92
44,1849,4.81
39,1850,2.3
19,1851,4.34
58,1852,1.48
92,1853,2.9
0,1854,5.07
40,1855,4.07
58,1856,5.39
97,1857,0.64
40,1858,2.98
0,1859,1.99
40,1860,4.16
0,1861,1.3
31,1862,3.23
0,1863,5.45
44,1864,6.59
40,1865,3.53
44,1866,4.66
44,1867,1.67
58,1868,4.49
71,1869,0.96
40,1870,2.25
44,1871,3.25
70,1872,3.55
58,1873,3.85
0,1874,4.11
0,1875,6.38
0,1876,3.25
58,1877,2.18
44,1878,4.79
70,1879,1.23
44,1880,5.62
97,1881,2.59
19,1882,3.5
0,1883,5.72
58,1884,2.52
44,1885,5.52
58,1886,5.94
0,1887,5.69
0,1888,5.45
58,1889,6.81
70,1890,2.88
44,1891,5.27
19,1892,1.42
97,1893,2.12
58,1894,3.41
44,1895,7.89
58,1896,2.39
0,1897,5.32
2,1898,1.79
70,1899,2.19
58,1900,2.16
40,1901,1.98
0,1902,4.14
19,1903,3.45
58,1904,2.63
44,1905,2.37
19,1906,2.73
97,1907,0.99
40,1908,3.55
44,1909,5.36
71,1910,3.29
44,1911,1.59
2,1912,2.71
0,1913,4.32
19,1914,2.95
0,1915,1.92
44,1916,5.32
44,1917,2.87
40,1918,1.93
0,1919,7.71
0,1920,3.84
19,1921,3.94
0,1922,3.75
40,1923,2.96
97,1924,1.17
58,1925,4.07
70,1926,1.68
70,1927,6.45
5,1928,1.57
31,1929,3.39
44,1930,2.36
0,1931,6.44
40,1932,0.67
44,1933,3.28
44,1934,4.51
5,1935,2.97
44,1936,5.36
40,1937,0.22
31,1938,3.72
70,1939,2.44
44,1940,2.78
19,1941,0.43
0,1942,5.74
19,1943,2.95
0,1944,4.79
0,1945,7.52
39,1946,2.42
5,1947,1.65
40,1948,6.97
2,1949,6.01
0,1950,4.95
97,1951,3.99
44,1952,7.91
40,1953,2.81
44,1954,5.75
97,1955,6.09
97,1956,4.22
44,1957,6.11
58,1958,4.25
0,1959,1.01
19,1960,7.62
40,1961,3.77
0,1962,4.72
58,1963,4.99
58,1964,5.32
2,1965,2.34
70,1966,1.04
44,1967,4.27
0,1968,4.45
44,1969,4.32
58,1970,1.77
44,1971,1.83
92,1972,4.15
58,1973,4.51
0,1974,3.32
0,1975,3.22
19,1976,4.12
44,1977,4.0
40,1978,4.46
15,1979,2.36
71,1980,2.6
58,1981,5.67
40,1982,1.88
44,1983,1.44
40,1984,2.91
40,1985,3.05
5,1986,2.51
44,1987,4.09
71,1988,0.96
70,1989,4.54
44,1990,2.61
0,1991,8.8
58,1992,4.86
97,1993,5.39
19,1994,1.92
40,1995,6.13
58,1996,3.12
5,1997,1.31
58,1998,1.82
58,1999,4.23
70,2000,2.01
40,2001,2.92
40,2002,1.19
97,2003,1.23
0,2004,5.74
0,2005,6.11
40,2006,2.5
97,2007,2.71
70,2008,7.69
31,2009,7.44
97,2010,4.0
44,2011,4.44
31,2012,3.75
0,2013,4.42
44,2014,1.77
40,2015,1.63
40,2016,1.09
19,2017,5.03
0,2018,5.0
70,2019,2.42
0,2020,5.5
0,2021,2.57
44,2022,4.28
0,2023,5.04
44,2024,3.68
44,2025,5.51
44,2026,4.47
44,2027,3.0
0,2028,3.44
44,2029,3.78
40,2030,2.25
39,2031,2.04
44,2032,4.28
44,2033,7.58
71,2034,1.68
71,2035,2.27
0,2036,5.44
97,2037,4.66
44,2038,5.0
70,2039,4.89
19,2040,1.33
71,2041,2.7
19,2042,2.1
0,2043,4.0
31,2044,3.32
71,2045,2.03
19,2046,2.6
40,2047,7.66
58,2048,6.66
58,2049,4.92
0,2050,1.71
70,2051,0.79
70,2052,1.61
70,2053,0.94
92,2054,3.47
19,2055,2.69
31,2056,3.44
0,2057,5.37
0,2058,4.75
58,2059,1.33
58,2060,5.25
0,2061,2.32
0,2062,4.24
0,2063,3.57
58,2064,5.74
97,2065,4.01
44,2066,0.22
71,2067,1.78
19,2068,1.68
19,2069,3.17
15,2070,2.45
58,2071,5.35
92,2072,1.71
70,2073,6.79
70,2074,4.22
0,2075,7.08
44,2076,5.63
58,2077,6.26
0,2078,2.59
44,2079,4.54
40,2080,2.54
0,2081,4.95
0,2082,4.8
19,2083,2.97
19,2084,1.28
40,2085,1.07
2,2086,2.04
44,2087,5.92
44,2088,0.44
44,2089,3.59
40,2090,1.46
0,2091,5.31
40,2092,2.03
92,2093,2.0
0,2094,7.47
58,2095,1.67
70,2096,3.12
31,2097,5.98
92,2098,3.02
0,2099,4.25
44,2100,5.92
71,2101,2.49
0,2102,5.81
0,2103,5.14
97,2104,4.33
31,2105,6.48
40,2106,2.95
19,2107,4.14
31,2108,2.64
44,2109,2.25
31,2110,6.47
44,2111,2.99
71,2112,1.56
19,2113,4.57
0,2114,4.7
40,2115,3.2
39,2116,3.57
0,2117,4.58
40,2118,2.24
0,2119,3.23
0,2120,5.4
71,2121,1.82
40,2122,8.72
44,2123,5.68
19,2124,1.12
44,2125,3.29
58,2126,2.91
19,2127,1.18
0,2128,0.69
97,2129,1.61
15,2130,2.21
0,2131,1.45
70,2132,1.93
44,2133,4.93
58,2134,3.63
0,2135,7.06
40,2136,2.43
2,2137,0.83
70,2138,4.04
0,2139,4.38
44,2140,2.55
40,2141,2.62
31,2142,5.19
0,2143,4.24
70,2144,0.47
58,2145,5.09
0,2146,7.52
92,2147,3.35
58,2148,2.05
58,2149,4.69
0,2150,1.36
44,2151,6.3
0,2152,5.07
70,2153,1.82
15,2154,2.11
2,2155,2.3
40,2156,2.18
70,2157,5.27
40,2158,3.16
58,2159,5.26
70,2160,7.97
40,2161,6.07
19,2162,4.73
0,2163,0.59
19,2164,2.91
0,2165,4.07
40,2166,4.73
5,2167,2.53
70,2168,7.75
0,2169,3.4
0,2170,5.31
70,2171,7.34
40,2172,1.94
40,2173,8.11
31,2174,2.07
0,2175,5.93
40,2176,3.17
0,2177,1.85
0,2178,6.26
44,2179,3.29
70,2180,2.38
0,2181,1.48
44,2182,5.34
44,2183,2.17
70,2184,1.34
58,2185,5.76
0,2186,7.17
19,2187,1.16
0,2188,3.78
40,2189,3.35
58,2190,7.11
58,2191,2.21
58,2192,3.67
19,2193,3.91
58,2194,3.36
40,2195,3.0
31,2196,6.3
2,2197,4.36
44,2198,4.94
70,2199,7.14
70,2200,4.31
19,2201,4.59
0,2202,2.78
0,2203,5.8
58,2204,2.8
40,2205,2.1
92,2206,1.26
0,2207,2.6
70,2208,4.67
19,2209,2.62
97,2210,5.35
44,2211,5.09
0,2212,3.26
0,2213,1.8
39,2214,1.77
97,2215,5.47
0,2216,0.67
40,2217,4.87
40,2218,4.04
58,2219,6.98
0,2220,4.04
44,2221,3.86
0,2222,2.59
44,2223,0.71
70,2224,3.8
44,2225,5.77
71,2226,3.09
44,2227,4.36
71,2228,1.34
19,2229,2.8
40,2230,4.9
97,2231,4.02
44,2232,4.26
40,2233,6.3
70,2234,8.36
0,2235,7.57
40,2236,3.6
0,2237,2.15
0,2238,3.19
0,2239,4.98
19,2240,2.12
19,2241,2.76
44,2242,2.08
40,2243,4.14
44,2244,7.15
0,2245,2.64
58,2246,2.06
44,2247,4.5
58,2248,3.98
92,2249,3.39
40,2250,2.59
31,2251,4.31
19,2252,1.61
31,2253,3.12
58,2254,1.68
40,2255,5.85
44,2256,4.03
19,2257,1.03
71,2258,1.07
0,2259,4.88
40,2260,2.31
40,2261,3.64
58,2262,4.95
40,2263,3.94
19,2264,0.49
31,2265,2.83
0,2266,4.83
19,2267,5.6
39,2268,1.19
40,2269,4.43
0,2270,4.62
19,2271,3.4
0,2272,5.45
70,2273,2.94
31,2274,6.12
70,2275,3.01
44,2276,3.12
0,2277,4.07
58,2278,5.31
0,2279,1.95
19,2280,6.68
0,2281,4.41
44,2282,3.34
92,2283,1.71
44,2284,3.47
19,2285,1.57
44,2286,2.47
58,2287,4.38
70,2288,0.83
40,2289,2.93
40,2290,5.9
70,2291,2.7
19,2292,3.13
31,2293,7.06
0,2294,3.38
19,2295,3.24
0,2296,4.78
0,2297,6.8
44,2298,4.42
19,2299,2.69
31,2300,5.4
58,2301,4.93
0,2302,6.47
97,2303,3.25
58,2304,6.67
19,2305,0.99
39,2306,2.74
70,2307,1.35
71,2308,1.29
2,2309,4.8
0,2310,6.81
58,2311,6.07
70,2312,0.3
44,2313,3.5
44,2314,2.95
92,2315,1.68
58,2316,2.36
58,2317,2.04
44,2318,5.38
19,2319,6.29
44,2320,3.93
31,2321,3.52
44,2322,4.46
92,2323,1.38
58,2324,6.83
58,2325,4.52
0,2326,7.47
0,2327,7.17
58,2328,2.77
44,2329,7.57
58,2330,4.71
40,2331,0.66
44,2332,2.52
70,2333,3.37
19,2334,5.98
0,2335,2.79
31,2336,2.17
44,2337,5.17
40,2338,5.38
19,2339,2.68
0,2340,2.17
58,2341,6.52
40,2342,2.19
0,2343,3.33
31,2344,6.79
19,2345,3.75
44,2346,7.11
19,2347,3.73
70,2348,5.3
97,2349,4.86
0,2350,4.83
58,2351,6.08
40,2352,8.13
19,2353,4.8
40,2354,2.96
97,2355,5.4
44,2356,3.54
92,2357,1.33
0,2358,3.59
70,2359,1.9
44,2360,5.6
44,2361,4.55
58,2362,4.27
58,2363,1.57
92,2364,1.82
58,2365,5.07
44,2366,4.69
58,2367,5.08
58,2368,2.04
58,2369,3.67
40,2370,7.62
40,2371,0.65
0,2372,6.23
44,2373,3.31
40,2374,1.9
0,2375,5.07
19,2376,4.9
70,2377,2.24
40,2378,2.41
40,2379,1.68
71,2380,1.21
0,2381,4.17
44,2382,5.9
0,2383,4.75
44,2384,7.78
2,2385,4.92
31,2386,3.04
0,2387,3.05
0,2388,3.94
44,2389,0.55
71,2390,2.76
58,2391,3.7
58,2392,6.72
40,2393,4.53
97,2394,1.77
40,2395,1.58
0,2396,3.75
70,2397,7.03
70,2398,5.18
44,2399,1.79
44,2400,6.28
0,2401,3.26
70,2402,3.23
19,2403,3.04
58,2404,6.08
0,2405,5.89
70,2406,1.42
0,2407,5.79
58,2408,0.9
58,2409,3.48
0,2410,0.2
40,2411,2.24
31,2412,3.06
5,2413,2.63
31,2414,4.37
44,2415,4.27
39,2416,2.16
40,2417,5.84
15,2418,3.14
19,2419,1.7
58,2420,2.13
31,2421,2.13
39,2422,3.64
70,2423,8.3
44,2424,3.29
40,2425,5.1
15,2426,1.1
58,2427,5.5
40,2428,4.86
40,2429,2.33
70,2430,1.76
40,2431,1.66
40,2432,3.7
44,2433,3.34
97,2434,4.54
70,2435,4.92
15,2436,0.33
97,2437,4.01
44,2438,2.08
58,2439,3.28
70,2440,4.0
71,2441,0.74
40,2442,2.44
44,2443,5.11
97,2444,6.44
40,2445,0.98
58,2446,5.26
0,2447,5.73
19,2448,1.7
5,2449,2.91
40,2450,1.58
40,2451,5.75
44,2452,4.73
70,2453,2.74
58,2454,3.61
44,2455,6.63
40,2456,0.74
40,2457,1.07
58,2458,1.25
97,2459,2.14
44,2460,3.59
58,2461,5.84
44,2462,6.73
44,2463,5.37
31,2464,4.39
70,2465,7.2
19,2466,3.18
19,2467,1.56
2,2468,1.66
19,2469,2.05
19,2470,2.25
70,2471,4.56
40,2472,1.11
0,2473,5.16
44,2474,2.17
70,2475,2.39
0,2476,4.31
0,2477,3.43
92,2478,3.41
19,2479,0.38
44,2480,5.43
0,2481,4.64
44,2482,6.43
40,2483,1.42
40,2484,5.22
92,2485,3.67
0,2486,4.28
19,2487,2.65
97,2488,5.24
58,2489,2.49
44,2490,1.66
0,2491,5.31
40,2492,5.91
44,2493,3.43
40,2494,7.11
40,2495,2.98
58,2496,3.07
44,2497,5.42
58,2498,5.63
0,2499,3.65
15,2500,1.53
70,2501,1.38
31,2502,3.4
19,2503,0.95
19,2504,2.07
2,2505,1.95
19,2506,0.85
0,2507,1.75
44,2508,4.88
58,2509,4.16
40,2510,5.28
44,2511,0.98
44,2512,3.17
97,2513,0.31
0,2514,4.76
0,2515,7.46
44,2516,5.91
0,2517,2.3
44,2518,2.0
0,2519,4.13
40,2520,2.51
40,2521,2.57
19,2522,3.43
40,2523,1.21
19,2524,1.06
58,2525,2.15
0,2526,3.83
31,2527,4.42
92,2528,1.82
40,2529,2.34
97,2530,1.42
44,2531,3.83
0,2532,3.82
44,2533,4.78
40,2534,7.79
58,2535,2.88
0,2536,7.06
31,2537,4.64
40,2538,0.94
31,2539,3.73
40,2540,1.9
0,2541,2.73
39,2542,2.06
40,2543,0.62
31,2544,3.14
5,2545,3.21
44,2546,3.12
40,2547,3.92
40,2548,6.15
44,2549,4.28
31,2550,5.13
44,2551,6.36
31,2552,1.69
0,2553,1.95
31,2554,5.85
40,2555,3.1
71,2556,2.76
0,2557,8.16
44,2558,2.64
0,2559,5.41
2,2560,4.4
40,2561,5.61
58,2562,1.43
70,2563,1.6
0,2564,1.18
40,2565,4.77
5,2566,1.2
92,2567,3.66
0,2568,4.38
92,2569,2.07
0,2570,6.14
0,2571,3.81
92,2572,1.48
40,2573,1.68
70,2574,3.43
44,2575,2.44
40,2576,3.92
40,2577,2.44
70,2578,8.39
44,2579,1.46
0,2580,2.39
0,2581,4.71
58,2582,5.96
40,2583,2.73
19,2584,1.76
58,2585,4.3
44,2586,3.44
44,2587,5.71
0,2588,6.11
44,2589,3.29
0,2590,1.43
44,2591,2.91
40,2592,3.54
44,2593,5.31
44,2594,0.62
40,2595,4.6
44,2596,2.33
44,2597,4.73
44,2598,1.53
39,2599,2.02
19,2600,2.05
58,2601,6.34
40,2602,7.77
31,2603,2.39
19,2604,3.96
39,2605,1.42
0,2606,5.57
0,2607,2.02
5,2608,1.52
58,2609,6.48
19,2610,3.02
97,2611,2.09
97,2612,3.15
44,2613,3.05
44,2614,2.51
44,2615,3.82
31,2616,2.15
44,2617,3.69
0,2618,7.76
0,2619,4.65
0,2620,2.27
92,2621,2.09
0,2622,5.27
58,2623,4.98
58,2624,1.19
0,2625,7.03
70,2626,2.54
58,2627,2.13
97,2628,2.13
44,2629,5.34
92,2630,2.29
0,2631,2.59
40,2632,3.26
58,2633,4.25
0,2634,2.33
44,2635,4.21
58,2636,6.37
19,2637,2.46
0,2638,1.26
44,2639,1.09
31,2640,1.8
92,2641,3.18
2,2642,2.53
44,2643,2.72
44,2644,4.78
40,2645,3.22
44,2646,3.95
31,2647,5.89
2,2648,0.81
70,2649,7.88
40,2650,4.24
19,2651,2.92
70,2652,3.54
31,2653,2.53
0,2654,8.33
0,2655,3.37
40,2656,5.0
44,2657,3.91
0,2658,7.58
0,2659,4.1
44,2660,1.33
44,2661,4.56
70,2662,6.75
44,2663,4.6
0,2664,2.35
31,2665,3.65
0,2666,6.37
40,2667,4.14
0,2668,3.75
40,2669,2.83
19,2670,0.78
0,2671,6.48
0,2672,2.69
70,2673,8.02
44,2674,4.59
70,2675,7.5
40,2676,5.66
0,2677,5.28
15,2678,2.22
44,2679,6.25
0,2680,5.41
58,2681,3.77
44,2682,3.3
40,2683,4.36
58,2684,1.87
92,2685,3.32
92,2686,2.73
0,2687,6.21
58,2688,3.87
0,2689,2.36
0,2690,5.97
58,2691,3.26
58,2692,5.5
58,2693,1.31
92,2694,2.47
0,2695,5.36
44,2696,6.31
92,2697,2.5
31,2698,4.01
0,2699,3.79
0,2700,3.28
31,2701,4.65
5,2702,2.7
70,2703,3.66
58,2704,3.48
0,2705,0.72
2,2706,1.37
97,2707,3.82
31,2708,2.85
58,2709,1.89
19,2710,3.52
0,2711,0.65
44,2712,6.08
40,2713,5.12
31,2714,4.77
70,2715,3.43
0,2716,2.99
44,2717,4.72
5,2718,1.11
70,2719,2.95
71,2720,1.06
44,2721,2.76
40,2722,2.15
44,2723,7.0
44,2724,5.39
39,2725,2.68
0,2726,3.92
0,2727,5.38
5,2728,2.61
0,2729,3.4
0,2730,0.81
0,2731,5.41
44,2732,5.41
40,2733,6.98
2,2734,0.75
58,2735,2.54
40,2736,2.48
2,2737,0.8
40,2738,3.45
97,2739,3.86
19,2740,2.68
0,2741,3.79
19,2742,3.37
39,2743,3.17
0,2744,0.15
58,2745,1.97
31,2746,5.17
31,2747,4.12
40,2748,2.77
2,2749,4.27
40,2750,1.71
70,2751,3.92
58,2752,6.51
44,2753,4.97
44,2754,5.25
19,2755,3.73
0,2756,6.15
92,2757,1.07
40,2758,7.67
92,2759,1.85
19,2760,4.53
58,2761,4.15
97,2762,3.46
31,2763,1.91
19,2764,2.46
70,2765,7.92
0,2766,2.57
71,2767,1.25
19,2768,7.5
31,2769,3.9
70,2770,7.82
44,2771,5.1
92,2772,1.48
0,2773,8.63
70,2774,5.74
44,2775,3.71
0,2776,1.67
40,2777,3.16
40,2778,8.39
40,2779,6.02
0,2780,5.24
0,2781,0.64
0,2782,0.47
44,2783,6.58
0,2784,4.82
19,2785,1.46
70,2786,1.37
0,2787,6.53
19,2788,5.73
44,2789,2.48
44,2790,3.3
58,2791,5.04
40,2792,3.55
44,2793,4.65
39,2794,1.29
40,2795,3.35
39,2796,3.13
0,2797,5.25
58,2798,3.63
70,2799,2.59
0,2800,4.54
19,2801,1.48
58,2802,5.72
2,2803,4.31
0,2804,1.21
58,2805,3.55
19,2806,2.16
92,2807,1.43
0,2808,4.77
70,2809,2.19
58,2810,3.09
0,2811,1.81
40,2812,3.27
58,2813,3.16
70,2814,1.05
58,2815,2.52
58,2816,5.96
92,2817,3.09
40,2818,3.15
58,2819,3.71
58,2820,3.15
19,2821,3.62
2,2822,1.23
44,2823,4.07
0,2824,5.36
44,2825,5.69
92,2826,1.41
70,2827,8.0
58,2828,4.76
97,2829,2.51
97,2830,0.41
70,2831,3.14
40,2832,3.55
97,2833,1.33
92,2834,1.7
19,2835,4.33
70,2836,0.43
19,2837,1.66
58,2838,1.64
15,2839,3.13
44,2840,4.17
19,2841,2.15
40,2842,6.17
44,2843,6.18
58,2844,2.43
70,2845,1.49
92,2846,1.92
70,2847,1.35
0,2848,4.22
0,2849,2.94
15,2850,1.94
2,2851,1.83
19,2852,1.62
44,2853,4.6
40,2854,2.14
58,2855,4.5
19,2856,2.73
0,2857,0.5
31,2858,2.19
40,2859,1.66
40,2860,2.13
0,2861,5.57
2,2862,2.04
70,2863,2.07
71,2864,1.01
58,2865,4.95
58,2866,5.87
44,2867,2.2
0,2868,4.24
5,2869,3.58
44,2870,6.1
40,2871,3.03
15,2872,3.69
40,2873,7.56
44,2874,5.07
0,2875,3.97
97,2876,5.18
44,2877,4.11
2,2878,1.62
0,2879,5.91
0,2880,8.91
40,2881,1.73
0,2882,5.78
44,2883,3.08
44,2884,0.55
58,2885,4.6
44,2886,3.32
40,2887,3.38
44,2888,1.89
70,2889,1.43
44,2890,3.47
0,2891,5.4
2,2892,1.13
31,2893,4.12
40,2894,2.89
40,2895,5.55
58,2896,6.02
5,2897,2.24
44,2898,5.47
70,2899,2.76
44,2900,0.86
19,2901,6.15
31,2902,5.4
44,2903,3.42
44,2904,1.82
70,2905,3.67
0,2906,4.66
0,2907,0.87
0,2908,4.81
44,2909,2.12
58,2910,5.43
70,2911,1.15
0,2912,7.56
0,2913,5.97
44,2914,3.26
44,2915,3.65
0,2916,5.78
44,2917,5.55
40,2918,3.13
0,2919,5.48
58,2920,4.56
40,2921,3.52
19,2922,4.17
0,2923,4.74
71,2924,1.34
44,2925,7.96
40,2926,0.93
40,2927,2.7
0,2928,3.74
58,2929,7.55
58,2930,3.57
92,2931,1.32
58,2932,5.99
40,2933,3.8
40,2934,2.8
40,2935,2.67
44,2936,6.17
58,2937,5.69
58,2938,3.38
70,2939,2.38
0,2940,6.17
0,2941,6.73
0,2942,4.35
58,2943,1.38
92,2944,1.66
31,2945,3.67
44,2946,1.68
19,2947,2.21
70,2948,8.08
0,2949,2.57
19,2950,4.16
71,2951,2.9
31,2952,5.57
31,2953,2.84
5,2954,2.38
97,2955,3.25
70,2956,7.03
92,2957,2.97
44,2958,4.44
0,2959,4.48
40,2960,3.16
58,2961,1.4
31,2962,6.29
2,2963,0.12
31,2964,1.92
92,2965,1.26
0,2966,7.12
31,2967,7.08
0,2968,2.05
44,2969,6.77
19,2970,1.65
0,2971,4.13
92,2972,1.94
19,2973,3.34
19,2974,1.14
97,2975,2.0
40,2976,4.77
15,2977,3.46
40,2978,3.02
19,2979,2.64
0,2980,0.48
0,2981,2.22
58,2982,4.72
44,2983,3.13
40,2984,1.48
70,2985,3.16
0,2986,5.77
40,2987,3.91
44,2988,4.24
40,2989,1.73
71,2990,1.42
0,2991,5.19
40,2992,2.37
40,2993,3.19
58,2994,2.74
44,2995,3.54
40,2996,3.36
70,2997,1.87
40,2998,5.68
58,2999,4.51
19,3000,1.46
44,3001,5.39
92,3002,3.75
19,3003,6.85
0,3004,3.92
92,3005,3.57
92,3006,0.89
58,3007,3.5
0,3008,6.4
40,3009,4.04
70,3010,1.98
44,3011,5.0
31,3012,3.65
19,3013,1.57
2,3014,2.6
70,3015,3.37
31,3016,3.06
0,3017,5.52
44,3018,5.97
44,3019,2.71
31,3020,5.4
70,3021,8.21
5,3022,0.88
58,3023,5.17
31,3024,5.55
40,3025,3.09
58,3026,2.04
44,3027,3.69
44,3028,0.09
44,3029,3.98
19,3030,0.54
97,3031,6.44
39,3032,1.27
40,3033,5.17
40,3034,1.58
58,3035,4.11
0,3036,4.08
70,3037,3.68
0,3038,3.26
71,3039,3.45
40,3040,4.56
44,3041,2.13
58,3042,4.31
2,3043,5.48
0,3044,6.53
97,3045,6.01
58,3046,4.17
40,3047,7.69
44,3048,1.53
44,3049,1.53
70,3050,2.74
40,3051,2.55
31,3052,2.56
44,3053,5.83
31,3054,5.17
40,3055,7.37
0,3056,4.59
58,3057,4.46
58,3058,5.86
44,3059,6.2
44,3060,6.88
39,3061,3.04
44,3062,6.74
2,3063,1.3
31,3064,5.98
19,3065,2.55
58,3066,1.15
0,3067,5.09
44,3068,1.26
19,3069,1.51
0,3070,2.05
44,3071,7.81
0,3072,6.04
44,3073,4.36
40,3074,3.5
92,3075,3.03
0,3076,7.38
40,3077,6.34
0,3078,4.12
58,3079,5.28
40,3080,2.35
58,3081,4.09
19,3082,1.32
5,3083,2.59
70,3084,0.92
0,3085,8.12
97,3086,6.28
58,3087,4.67
44,3088,3.53
0,3089,2.83
19,3090,0.89
40,3091,4.03
44,3092,5.11
15,3093,2.65
0,3094,5.9
44,3095,4.11
44,3096,6.06
0,3097,8.66
97,3098,4.55
19,3099,1.93
19,3100,2.91
40,3101,3.22
31,3102,3.04
71,3103,2.88
40,3104,1.52
19,3105,1.13
0,3106,6.75
0,3107,0.96
92,3108,1.85
44,3109,3.84
31,3110,2.68
44,3111,1.05
19,3112,3.34
70,3113,2.49
0,3114,5.7
44,3115,7.2
44,3116,4.39
70,3117,5.19
0,3118,1.19
44,3119,4.8
0,3120,4.15
92,3121,2.8
0,3122,5.5
2,3123,4.03
19,3124,2.67
70,3125,2.49
40,3126,3.05
70,3127,2.85
58,3128,5.59
40,3129,7.13
97,3130,5.19
40,3131,3.11
58,3132,6.62
58,3133,6.81
2,3134,1.31
40,3135,7.28
0,3136,4.82
44,3137,0.98
44,3138,1.95
2,3139,3.59
44,3140,3.74
44,3141,2.19
44,3142,4.48
44,3143,5.58
70,3144,5.07
44,3145,3.85
31,3146,4.03
44,3147,8.3
19,3148,3.58
44,3149,2.3
0,3150,6.47
5,3151,2.2
40,3152,3.26
44,3153,3.53
92,3154,3.45
44,3155,4.5
40,3156,2.2
58,3157,5.64
0,3158,8.35
0,3159,4.31
44,3160,2.47
58,3161,5.72
19,3162,2.19
58,3163,2.17
0,3164,8.13
44,3165,2.33
19,3166,1.65
2,3167,2.18
40,3168,4.5
44,3169,5.77
31,3170,6.58
0,3171,2.1
44,3172,4.58
40,3173,1.9
19,3174,1.33
58,3175,6.35
0,3176,4.52
2,3177,1.27
5,3178,1.2
0,3179,4.65
0,3180,3.43
2,3181,3.54
40,3182,1.69
0,3183,5.68
40,3184,2.02
0,3185,2.0
58,3186,4.9
58,3187,4.55
70,3188,3.27
70,3189,6.03
97,3190,4.98
44,3191,3.5
44,3192,6.69
44,3193,2.61
0,3194,6.93
15,3195,3.26
71,3196,1.19
58,3197,5.92
58,3198,3.44
0,3199,4.38
